Identifier,Name,Pitch,Set,Set number,Edition,Foiling,Treatment,Have,Want in trade,Want to buy,Extra for trade,Extra to sell
"lace-with-bloodrot-red","Lace with Bloodrot","Red","Outsiders","OUT112",,Rainbow,,0,,,0,
"lace-with-bloodrot-red","Lace with Bloodrot","Red","Promos","LGS134",,Rainbow,Extended Art,,,,,
"lace-with-frailty-red","Lace with Frailty","Red","Azalea Silver Age Deck","SAZ023",,,,,,,,
"lace-with-frailty-red","Lace with Frailty","Red","Armory Deck: Azalea","AAZ018",,,,,,,,
"lace-with-frailty-red","Lace with Frailty","Red","Outsiders","OUT113",,,,3,,,0,
"lace-with-frailty-red","Lace with Frailty","Red","Outsiders","OUT113",,Rainbow,,0,,,0,
"lace-with-frailty-red","Lace with Frailty","Red","Promos","LGS135",,Rainbow,Extended Art,,,,,
"lace-with-inertia-red","Lace with Inertia","Red","Azalea Silver Age Deck","SAZ024",,,,,,,,
"lace-with-inertia-red","Lace with Inertia","Red","Armory Deck: Azalea","AAZ019",,,,,,,,
"lace-with-inertia-red","Lace with Inertia","Red","Outsiders","OUT114",,,,2,,,0,
"lace-with-inertia-red","Lace with Inertia","Red","Outsiders","OUT114",,Rainbow,,0,,,0,
"lace-with-inertia-red","Lace with Inertia","Red","Promos","LGS136",,Rainbow,Extended Art,1,,,0,
"laced-lightning","Laced Lightning","","Omens of the Third Age","OMN144",,,,4,,,3,
"laced-lightning","Laced Lightning","","Omens of the Third Age","OMN144",,Cold,,0,,,0,
"laden-with-earth-red","Laden with Earth","Red","Compendium of Rathe","PEN210",,,,4,,,2,
"laden-with-earth-red","Laden with Earth","Red","Compendium of Rathe","PEN210",,Rainbow,,1,,,0,
"laden-with-frost-red","Laden with Frost","Red","Compendium of Rathe","PEN211",,,,3,,,0,
"laden-with-frost-red","Laden with Frost","Red","Compendium of Rathe","PEN211",,Rainbow,,0,,,0,
"laden-with-lightning-red","Laden with Lightning","Red","Compendium of Rathe","PEN212",,,,2,,,0,
"laden-with-lightning-red","Laden with Lightning","Red","Compendium of Rathe","PEN212",,Rainbow,,1,,,0,
"lady-barthimont","Lady Barthimont","","Levia Blitz Deck","LEV002",,,,,,,,
"lady-barthimont","Lady Barthimont","","Promos","FAB045",,Rainbow,,,,,,
"lair-of-the-spider-red","Lair of the Spider","Red","Arakni Silver Age Deck","SAR026",,,,,,,,
"lair-of-the-spider-red","Lair of the Spider","Red","The Hunted","HNT191",,,,9,,,9,
"lair-of-the-spider-red","Lair of the Spider","Red","The Hunted","HNT191",,Rainbow,,3,,,0,
"lair-of-the-spider-red","Lair of the Spider","Red","Arakni, Web of Deceit Blitz Deck","WOD017",,,,,,,,
"lair-of-the-spider-red","Lair of the Spider","Red","Promos","LGS382",,Rainbow,Extended Art,,,,,
"last-ditch-effort-blue","Last Ditch Effort","Blue","History Pack 1","1HP362",,,,1,,,0,
"last-ditch-effort-blue","Last Ditch Effort","Blue","Welcome to Rathe","WTR161",Unlimited,,,3,,,0,
"last-ditch-effort-blue","Last Ditch Effort","Blue","Welcome to Rathe","WTR161",Unlimited,Rainbow,,0,,,0,
"last-ditch-effort-blue","Last Ditch Effort","Blue","Welcome to Rathe","WTR161",Alpha,,,,,,,
"last-ditch-effort-blue","Last Ditch Effort","Blue","Welcome to Rathe","WTR161",Alpha,Rainbow,,,,,,
"last-ditch-effort-blue","Last Ditch Effort","Blue","Promos","JDG017",,Cold,,,,,,
"laughing-knee-slappers","Laughing Knee-Slappers","","Super Slam","SUP065",,,,2,,,1,
"laughing-knee-slappers","Laughing Knee-Slappers","","Super Slam","SUP065",,Cold,,0,,,0,
"lava-burst-red","Lava Burst","Red","Fai Silver Age Deck","SFA019",,,,,,,,
"lava-burst-red","Lava Burst","Red","Uprising","UPR098",,,,3,,,0,
"lava-burst-red","Lava Burst","Red","Uprising","UPR098",,Rainbow,,0,,,0,
"lava-burst-red","Lava Burst","Red","Dromai Blitz Deck","DRO010",,,,,,,,
"lava-vein-loyalty-red","Lava Vein Loyalty","Red","The Hunted","HNT068",,,,9,,,8,
"lava-vein-loyalty-red","Lava Vein Loyalty","Red","Uprising","UPR069",,,,7,,,6,
"lava-vein-loyalty-red","Lava Vein Loyalty","Red","Uprising","UPR069",,Rainbow,,2,,,0,
"lava-vein-loyalty-red","Lava Vein Loyalty","Red","Fai Blitz Deck","FAI015",,,,,,,,
"lava-vein-loyalty-yellow","Lava Vein Loyalty","Yellow","Uprising","UPR070",,,,7,,,4,
"lava-vein-loyalty-yellow","Lava Vein Loyalty","Yellow","Uprising","UPR070",,Rainbow,,0,,,0,
"lava-vein-loyalty-blue","Lava Vein Loyalty","Blue","Uprising","UPR071",,,,3,,,0,
"lava-vein-loyalty-blue","Lava Vein Loyalty","Blue","Uprising","UPR071",,Rainbow,,0,,,0,
"lava-vein-loyalty-blue","Lava Vein Loyalty","Blue","Fai Blitz Deck","FAI025",,,,,,,,
"lay-down-the-challenge-yellow","Lay Down the Challenge","Yellow","Compendium of Rathe","PEN007",,,,1,,,0,
"lay-down-the-challenge-yellow","Lay Down the Challenge","Yellow","Compendium of Rathe","PEN007",,Rainbow,Extended Art,,,,,
"lay-down-the-law-red","Lay Down the Law","Red","Heavy Hitters","HVY063",,,,3,,,0,
"lay-down-the-law-red","Lay Down the Law","Red","Heavy Hitters","HVY063",,Rainbow,,0,,,0,
"lay-down-the-law-red","Lay Down the Law","Red","Round the Table: TCC x LSS","TCC035",,,,,,,,
"lay-low-yellow","Lay Low","Yellow","Prism Silver Age Deck","SAT022",,,,,,,,
"lay-low-yellow","Lay Low","Yellow","The Hunted","HNT236",,,,12,,,10,
"lay-low-yellow","Lay Low","Yellow","The Hunted","HNT236",,Rainbow,,1,,,0,
"lay-low-yellow","Lay Low","Yellow","Promos","FAB513",,Rainbow,Extended Art,,,,,
"lay-to-rest-red","Lay to Rest","Red","Dusk till Dawn","DTD082",,,,5,,,2,
"lay-to-rest-red","Lay to Rest","Red","Dusk till Dawn","DTD082",,Rainbow,,0,,,0,
"lay-to-rest-yellow","Lay to Rest","Yellow","Dusk till Dawn","DTD083",,,,5,,,3,
"lay-to-rest-yellow","Lay to Rest","Yellow","Dusk till Dawn","DTD083",,Rainbow,,1,,,0,
"lay-to-rest-blue","Lay to Rest","Blue","Dusk till Dawn","DTD084",,,,4,,,2,
"lay-to-rest-blue","Lay to Rest","Blue","Dusk till Dawn","DTD084",,Rainbow,,1,,,0,
"lay-waste-red","Lay Waste","Red","Bright Lights","EVO207",,,,10,,,7,
"lay-waste-red","Lay Waste","Red","Bright Lights","EVO207",,Rainbow,,0,,,0,
"lay-waste-yellow","Lay Waste","Yellow","Bright Lights","EVO208",,,,7,,,4,
"lay-waste-yellow","Lay Waste","Yellow","Bright Lights","EVO208",,Rainbow,,0,,,0,
"lay-waste-blue","Lay Waste","Blue","Bright Lights","EVO209",,,,6,,,4,
"lay-waste-blue","Lay Waste","Blue","Bright Lights","EVO209",,Rainbow,,1,,,0,
"lead-the-charge-red","Lead the Charge","Red","Arcane Rising","ARC209",Unlimited,,,5,,,3,
"lead-the-charge-red","Lead the Charge","Red","Arcane Rising","ARC209",Unlimited,Rainbow,,1,,,0,
"lead-the-charge-red","Lead the Charge","Red","Arcane Rising","ARC209",First,,,,,,,
"lead-the-charge-red","Lead the Charge","Red","Arcane Rising","ARC209",First,Rainbow,,,,,,
"lead-the-charge-yellow","Lead the Charge","Yellow","Arcane Rising","ARC210",Unlimited,,,5,,,2,
"lead-the-charge-yellow","Lead the Charge","Yellow","Arcane Rising","ARC210",Unlimited,Rainbow,,0,,,0,
"lead-the-charge-yellow","Lead the Charge","Yellow","Arcane Rising","ARC210",First,,,,,,,
"lead-the-charge-yellow","Lead the Charge","Yellow","Arcane Rising","ARC210",First,Rainbow,,,,,,
"lead-the-charge-blue","Lead the Charge","Blue","Arcane Rising","ARC211",Unlimited,,,3,,,0,
"lead-the-charge-blue","Lead the Charge","Blue","Arcane Rising","ARC211",Unlimited,Rainbow,,0,,,0,
"lead-the-charge-blue","Lead the Charge","Blue","Arcane Rising","ARC211",First,,,,,,,
"lead-the-charge-blue","Lead the Charge","Blue","Arcane Rising","ARC211",First,Rainbow,,,,,,
"lead-with-heart-red","Lead with Heart","Red","Heavy Hitters","HVY192",,,,8,,,6,
"lead-with-heart-red","Lead with Heart","Red","Heavy Hitters","HVY192",,Rainbow,,1,,,0,
"lead-with-heart-yellow","Lead with Heart","Yellow","Heavy Hitters","HVY193",,,,9,,,6,
"lead-with-heart-yellow","Lead with Heart","Yellow","Heavy Hitters","HVY193",,Rainbow,,0,,,0,
"lead-with-heart-blue","Lead with Heart","Blue","Heavy Hitters","HVY194",,,,9,,,6,
"lead-with-heart-blue","Lead with Heart","Blue","Heavy Hitters","HVY194",,Rainbow,,0,,,0,
"lead-with-power-red","Lead with Power","Red","Heavy Hitters","HVY152",,,,10,,,7,
"lead-with-power-red","Lead with Power","Red","Heavy Hitters","HVY152",,Rainbow,,0,,,0,
"lead-with-power-red","Lead with Power","Red","Kayo Blitz Deck","KYO013",,,,,,,,
"lead-with-power-yellow","Lead with Power","Yellow","Heavy Hitters","HVY153",,,,8,,,6,
"lead-with-power-yellow","Lead with Power","Yellow","Heavy Hitters","HVY153",,Rainbow,,1,,,0,
"lead-with-power-blue","Lead with Power","Blue","Heavy Hitters","HVY154",,,,8,,,6,
"lead-with-power-blue","Lead with Power","Blue","Heavy Hitters","HVY154",,Rainbow,,1,,,0,
"lead-with-power-blue","Lead with Power","Blue","Rhinar Blitz Deck","RHI025",,,,,,,,
"lead-with-power-blue","Lead with Power","Blue","Kayo Blitz Deck","KYO025",,,,,,,,
"lead-with-speed-red","Lead with Speed","Red","Dorinthea Silver Age Deck","SDO018",,,,,,,,
"lead-with-speed-red","Lead with Speed","Red","Heavy Hitters","HVY172",,,,8,,,5,
"lead-with-speed-red","Lead with Speed","Red","Heavy Hitters","HVY172",,Rainbow,,0,,,0,
"lead-with-speed-red","Lead with Speed","Red","Olympia Blitz Deck","OLA018",,,,,,,,
"lead-with-speed-red","Lead with Speed","Red","Kayo Blitz Deck","KYO014",,,,,,,,
"lead-with-speed-red","Lead with Speed","Red","Kassai Blitz Deck","KSI016",,,,,,,,
"lead-with-speed-yellow","Lead with Speed","Yellow","Heavy Hitters","HVY173",,,,8,,,6,
"lead-with-speed-yellow","Lead with Speed","Yellow","Heavy Hitters","HVY173",,Rainbow,,1,,,0,
"lead-with-speed-yellow","Lead with Speed","Yellow","Olympia Blitz Deck","OLA020",,,,,,,,
"lead-with-speed-yellow","Lead with Speed","Yellow","Kassai Blitz Deck","KSI022",,,,,,,,
"lead-with-speed-blue","Lead with Speed","Blue","Heavy Hitters","HVY174",,,,8,,,7,
"lead-with-speed-blue","Lead with Speed","Blue","Heavy Hitters","HVY174",,Rainbow,,2,,,0,
"lead-with-speed-blue","Lead with Speed","Blue","Rhinar Blitz Deck","RHI026",,,,,,,,
"lead-with-speed-blue","Lead with Speed","Blue","Kayo Blitz Deck","KYO026",,,,,,,,
"leap-frog-gloves","Leap Frog Gloves","","The Hunted","HNT171",,,,10,,,9,
"leap-frog-gloves","Leap Frog Gloves","","The Hunted","HNT171",,Cold,,0,,,0,
"leap-frog-leggings","Leap Frog Leggings","","The Hunted","HNT172",,,,10,,,9,
"leap-frog-leggings","Leap Frog Leggings","","The Hunted","HNT172",,Cold,,0,,,0,
"leap-frog-leggings","Leap Frog Leggings","","Cindra Blitz Deck","CIN006",,,,,,,,
"leap-frog-slime-skin","Leap Frog Slime Skin","","The Hunted","HNT170",,,,12,,,11,
"leap-frog-slime-skin","Leap Frog Slime Skin","","The Hunted","HNT170",,Cold,,0,,,0,
"leap-frog-slime-skin","Leap Frog Slime Skin","","Arakni Hunted Blitz Deck","ARK004",,,,,,,,
"leap-frog-vocal-sac","Leap Frog Vocal Sac","","The Hunted","HNT169",,,,8,,,7,
"leap-frog-vocal-sac","Leap Frog Vocal Sac","","The Hunted","HNT169",,Cold,,0,,,0,
"leap-frog-vocal-sac","Leap Frog Vocal Sac","","Arakni, Web of Deceit Blitz Deck","WOD003",,,,,,,,
"leave-em-speechless-blue","Leave 'Em Speechless","Blue","Compendium of Rathe","PEN301",,,,1,,,0,
"leave-em-speechless-blue","Leave 'Em Speechless","Blue","Compendium of Rathe","PEN301",,Rainbow,,0,,,0,
"leave-a-dent-blue","Leave a Dent","Blue","Mastery Pack: Guardian","MPG020",,,,0,,,,
"leave-a-dent-blue","Leave a Dent","Blue","Mastery Pack: Guardian","MPG020",,Rainbow,,0,,,,
"leave-no-witnesses-red","Leave No Witnesses","Red","Dynasty","DYN120",,,,1,,,0,
"leave-no-witnesses-red","Leave No Witnesses","Red","Dynasty","DYN120",,Rainbow,,0,,,0,
"leave-them-hanging-red","Leave Them Hanging","Red","Super Slam","SUP074",,,,0,,,,
"leave-them-hanging-red","Leave Them Hanging","Red","Super Slam","SUP074",,Cold,Extended Art,,,,,
"leaven-sheath-red","Leaven Sheath","Red","Compendium of Rathe","PEN208",,,,4,,,1,
"leaven-sheath-red","Leaven Sheath","Red","Compendium of Rathe","PEN208",,Rainbow,,0,,,0,
"leaven-sheath-red","Leaven Sheath","Red","Promos","FAB428",,Rainbow,Extended Art,,,,,
"leech-memory-red","Leech Memory","Red","Omens of the Third Age","OMN091",,,,1,,,0,
"leech-memory-red","Leech Memory","Red","Omens of the Third Age","OMN091",,Rainbow,,1,,,0,
"leech-renown-red","Leech Renown","Red","Omens of the Third Age","OMN092",,,,2,,,0,
"leech-renown-red","Leech Renown","Red","Omens of the Third Age","OMN092",,Rainbow,,0,,,0,
"leech-vitality-red","Leech Vitality","Red","Omens of the Third Age","OMN093",,,,2,,,0,
"leech-vitality-red","Leech Vitality","Red","Omens of the Third Age","OMN093",,Rainbow,,0,,,0,
"leg-tap-red","Leg Tap","Red","Round the Table: TCC x LSS","TCC087",,,,,,,,
"leg-tap-red","Leg Tap","Red","History Pack 1","1HP116",,,,5,,,5,
"leg-tap-red","Leg Tap","Red","Welcome to Rathe","WTR101",Unlimited,,,3,,,1,
"leg-tap-red","Leg Tap","Red","Welcome to Rathe","WTR101",Unlimited,Rainbow,,1,,,0,
"leg-tap-red","Leg Tap","Red","Welcome to Rathe","WTR101",Alpha,,,,,,,
"leg-tap-red","Leg Tap","Red","Welcome to Rathe","WTR101",Alpha,Rainbow,,,,,,
"leg-tap-red","Leg Tap","Red","Katsu Hero Deck","KSU012",,,,,,,,
"leg-tap-yellow","Leg Tap","Yellow","Round the Table: TCC x LSS","TCC095",,,,,,,,
"leg-tap-yellow","Leg Tap","Yellow","History Pack 1","1HP117",,,,4,,,4,
"leg-tap-yellow","Leg Tap","Yellow","Welcome to Rathe","WTR102",Unlimited,,,3,,,0,
"leg-tap-yellow","Leg Tap","Yellow","Welcome to Rathe","WTR102",Unlimited,Rainbow,,0,,,0,
"leg-tap-yellow","Leg Tap","Yellow","Welcome to Rathe","WTR102",Alpha,,,,,,,
"leg-tap-yellow","Leg Tap","Yellow","Welcome to Rathe","WTR102",Alpha,Rainbow,,,,,,
"leg-tap-yellow","Leg Tap","Yellow","Katsu Hero Deck","KSU018",,,,,,,,
"leg-tap-blue","Leg Tap","Blue","History Pack 1","1HP118",,,,3,,,3,
"leg-tap-blue","Leg Tap","Blue","Welcome to Rathe","WTR103",Unlimited,,,2,,,0,
"leg-tap-blue","Leg Tap","Blue","Welcome to Rathe","WTR103",Unlimited,Rainbow,,1,,,0,
"leg-tap-blue","Leg Tap","Blue","Welcome to Rathe","WTR103",Alpha,,,,,,,
"leg-tap-blue","Leg Tap","Blue","Welcome to Rathe","WTR103",Alpha,Rainbow,,,,,,
"legacy-of-ikaru-blue","Legacy of Ikaru","Blue","Armory Deck: Ira","ASR026",,,,,,,,
"lesson-in-lava-yellow","Lesson in Lava","Yellow","History Pack 1","1HP311",,,,0,,,,
"lesson-in-lava-yellow","Lesson in Lava","Yellow","Arcane Rising","ARC121",Unlimited,,,3,,,0,
"lesson-in-lava-yellow","Lesson in Lava","Yellow","Arcane Rising","ARC121",Unlimited,Rainbow,,0,,,0,
"lesson-in-lava-yellow","Lesson in Lava","Yellow","Arcane Rising","ARC121",First,,,,,,,
"lesson-in-lava-yellow","Lesson in Lava","Yellow","Arcane Rising","ARC121",First,Rainbow,Alternate Text,,,,,
"lessons-learned-blue","Lessons Learned","Blue","Mastery Pack: Warrior","MPW036",,,,,,,,
"lessons-learned-blue","Lessons Learned","Blue","Mastery Pack: Warrior","MPW036",,Rainbow,,,,,,
"levels-of-enlightenment-blue","Levels of Enlightenment","Blue","Part the Mistveil","MST077",,,,1,,,0,
"levels-of-enlightenment-blue","Levels of Enlightenment","Blue","Part the Mistveil","MST077",,Rainbow,,2,,,0,
"levels-of-enlightenment-blue","Levels of Enlightenment","Blue","Part the Mistveil","MST077",,Rainbow,Extended Art,0,,,0,
"levia","Levia","","Usurp the Shadow Throne","IAR002",,,,,,,,
"levia","Levia","","Usurp the Shadow Throne","IAR002",,Cold,Full Art,,,,,
"levia","Levia","","Usurp the Shadow Throne","IAR002",,Cold,Full Art,,,,,
"levia","Levia","","Dusk till Dawn","DTD104",,,,4,,,3,
"levia","Levia","","Monarch","MON120",Unlimited,,,1,,,0,
"levia","Levia","","Monarch","MON120",First,,,,,,,
"levia","Levia","","Levia Blitz Deck","LEV001",,Rainbow,,,,,,
"levia","Levia","","Promos","HER036",,Cold,,,,,,
"levia-redeemed","Levia, Redeemed","","Dusk till Dawn","DTD164",,,,0,,,,
"levia-redeemed","Levia, Redeemed","","Dusk till Dawn","DTD164",,Cold,Alternate Border,0,,,,
"levia-shadowborn-abomination","Levia, Shadowborn Abomination","","Dusk till Dawn","DTD103",,,,6,,,5,
"levia-shadowborn-abomination","Levia, Shadowborn Abomination","","Monarch","MON119",Unlimited,,,1,,,0,
"levia-shadowborn-abomination","Levia, Shadowborn Abomination","","Monarch","MON119",First,,,,,,,
"levia-shadowborn-abomination","Levia, Shadowborn Abomination","","Promos","HER032",,Cold,,,,,,
"levia-shadowborn-abomination","Levia, Shadowborn Abomination","","Promos","WIN011",,Cold,,,,,,
"levia-shadowborn-abomination","Levia, Shadowborn Abomination","","Promos","HER040",,Rainbow,,,,,,
"lexi","Lexi","","Compendium of Rathe","PEN346",,Cold,Full Art,0,,,,
"lexi","Lexi","","Compendium of Rathe","PEN346",,Cold,Full Art,,,,,
"lexi","Lexi","","Tales of Aria","ELE032",Unlimited,,,14,,,13,
"lexi","Lexi","","Tales of Aria","ELE032",First,,,,,,,
"lexi","Lexi","","Lexi Blitz Deck","LXI001",,Rainbow,,,,,,
"lexi","Lexi","","Promos","HER046",,Cold,,,,,,
"lexi-livewire","Lexi, Livewire","","Tales of Aria","ELE031",Unlimited,,,5,,,4,
"lexi-livewire","Lexi, Livewire","","Tales of Aria","ELE031",First,,,,,,,
"lexi-livewire","Lexi, Livewire","","Promos","HER043",,Cold,,,,,,
"lexi-livewire","Lexi, Livewire","","Promos","WIN014",,Cold,,,,,,
"lexi-livewire","Lexi, Livewire","","Promos","HER049",,Rainbow,,,,,,
"ley-line-of-the-old-ones-blue","Ley Line of the Old Ones","Blue","Mastery Pack: Guardian","MPG013",,Rainbow,,0,,,,
"ley-line-of-the-old-ones-blue","Ley Line of the Old Ones","Blue","Mastery Pack: Guardian","MPG013",,Cold,Full Art,0,,,,
"liars-charm-yellow","Liar's Charm","Yellow","Super Slam","SUP076",,,,0,,,,
"liars-charm-yellow","Liar's Charm","Yellow","Promos","FAB373",,Cold,Full Art,,,,,
"liars-charm-yellow","Liar's Charm","Yellow","Promos","LGS425",,Rainbow,Extended Art,,,,,
"life-for-a-life-red","Life for a Life","Red","High Seas","SEA217",,,,7,,,6,
"life-for-a-life-red","Life for a Life","Red","History Pack 1","1HP368",,,,4,,,4,
"life-for-a-life-red","Life for a Life","Red","Arcane Rising","ARC164",Unlimited,,,1,,,0,
"life-for-a-life-red","Life for a Life","Red","Arcane Rising","ARC164",Unlimited,Rainbow,,0,,,0,
"life-for-a-life-red","Life for a Life","Red","Arcane Rising","ARC164",First,,,,,,,
"life-for-a-life-red","Life for a Life","Red","Arcane Rising","ARC164",First,Rainbow,,,,,,
"life-for-a-life-yellow","Life for a Life","Yellow","History Pack 1","1HP369",,,,2,,,0,
"life-for-a-life-yellow","Life for a Life","Yellow","Arcane Rising","ARC165",Unlimited,,,2,,,0,
"life-for-a-life-yellow","Life for a Life","Yellow","Arcane Rising","ARC165",Unlimited,Rainbow,,0,,,0,
"life-for-a-life-yellow","Life for a Life","Yellow","Arcane Rising","ARC165",First,,,,,,,
"life-for-a-life-yellow","Life for a Life","Yellow","Arcane Rising","ARC165",First,Rainbow,,,,,,
"life-for-a-life-blue","Life for a Life","Blue","History Pack 1","1HP370",,,,1,,,0,
"life-for-a-life-blue","Life for a Life","Blue","Arcane Rising","ARC166",Unlimited,,,3,,,0,
"life-for-a-life-blue","Life for a Life","Blue","Arcane Rising","ARC166",Unlimited,Rainbow,,0,,,0,
"life-for-a-life-blue","Life for a Life","Blue","Arcane Rising","ARC166",First,,,,,,,
"life-for-a-life-blue","Life for a Life","Blue","Arcane Rising","ARC166",First,Rainbow,,,,,,
"life-of-the-party-red","Life of the Party","Red","Round the Table: TCC x LSS","TCC056",,,,,,,,
"life-of-the-party-red","Life of the Party","Red","Everfest","EVR161",First,,,1,,,0,
"life-of-the-party-red","Life of the Party","Red","Everfest","EVR161",First,Rainbow,,2,,,0,
"life-of-the-party-red","Life of the Party","Red","Promos","LGS084",,Rainbow,Extended Art,,,,,
"life-of-the-party-yellow","Life of the Party","Yellow","Everfest","EVR162",First,,,2,,,0,
"life-of-the-party-yellow","Life of the Party","Yellow","Everfest","EVR162",First,Rainbow,,1,,,0,
"life-of-the-party-yellow","Life of the Party","Yellow","Promos","LGS085",,Rainbow,Extended Art,,,,,
"life-of-the-party-blue","Life of the Party","Blue","Everfest","EVR163",First,,,3,,,0,
"life-of-the-party-blue","Life of the Party","Blue","Everfest","EVR163",First,Rainbow,,0,,,0,
"life-of-the-party-blue","Life of the Party","Blue","Promos","LGS086",,Rainbow,Extended Art,,,,,
"light-fingers","Light Fingers","","High Seas","SEA184",,,,6,,,5,
"light-fingers","Light Fingers","","High Seas","SEA184",,Cold,,0,,,0,
"light-it-up-yellow","Light it Up","Yellow","Tales of Aria","ELE036",Unlimited,,,2,,,0,
"light-it-up-yellow","Light it Up","Yellow","Tales of Aria","ELE036",Unlimited,Rainbow,,1,,,0,
"light-it-up-yellow","Light it Up","Yellow","Tales of Aria","ELE036",First,,,,,,,
"light-it-up-yellow","Light it Up","Yellow","Tales of Aria","ELE036",First,Rainbow,,,,,,
"light-of-sol-yellow","Light of Sol","Yellow","Dusk till Dawn","DTD000",,Cold,,0,,,0,
"light-of-sol-yellow","Light of Sol","Yellow","Dusk till Dawn","DTD000",,Rainbow,,1,,,0,
"light-the-way-red","Light the Way","Red","Boltyn Silver Age Deck","SBL016",,,,,,,,
"light-the-way-red","Light the Way","Red","Armory Deck: Boltyn","ASB011",,,,,,,,
"light-the-way-red","Light the Way","Red","Dusk till Dawn","DTD066",,,,7,,,5,
"light-the-way-red","Light the Way","Red","Dusk till Dawn","DTD066",,Rainbow,,1,,,0,
"light-the-way-yellow","Light the Way","Yellow","Boltyn Silver Age Deck","SBL028",,,,,,,,
"light-the-way-yellow","Light the Way","Yellow","Dusk till Dawn","DTD067",,,,9,,,7,
"light-the-way-yellow","Light the Way","Yellow","Dusk till Dawn","DTD067",,Rainbow,,1,,,0,
"light-the-way-blue","Light the Way","Blue","Dusk till Dawn","DTD068",,,,12,,,11,
"light-the-way-blue","Light the Way","Blue","Dusk till Dawn","DTD068",,Rainbow,,2,,,0,
"light-up-the-leaves-red","Light Up the Leaves","Red","Super Slam","SUP264",,,,1,,,0,
"light-up-the-leaves-red","Light Up the Leaves","Red","Super Slam","SUP264",,Rainbow,,0,,,0,
"lighten-the-load-red","Lighten the Load","Red","Compendium of Rathe","PEN171",,,,4,,,2,
"lighten-the-load-red","Lighten the Load","Red","Compendium of Rathe","PEN171",,Rainbow,,1,,,0,
"lighten-the-load-red","Lighten the Load","Red","GEM","GEM168",,,Extended Art,,,,,
"lighten-the-load-red","Lighten the Load","Red","GEM","GEM168",,Rainbow,Extended Art,,,,,
"lighten-the-load-yellow","Lighten the Load","Yellow","Compendium of Rathe","PEN172",,,,2,,,0,
"lighten-the-load-yellow","Lighten the Load","Yellow","Compendium of Rathe","PEN172",,Rainbow,,0,,,0,
"lighten-the-load-blue","Lighten the Load","Blue","Compendium of Rathe","PEN173",,,,7,,,4,
"lighten-the-load-blue","Lighten the Load","Blue","Compendium of Rathe","PEN173",,Rainbow,,0,,,0,
"lightning-flow","Lightning Flow","","Omens of the Third Age","OMN203",,,Extended Art,,,,,
"lightning-flow","Lightning Flow","","Omens of the Third Age","OMN203",,Cold,Full Art,,,,,
"lightning-flow","Lightning Flow","","Omens of the Third Age","OMN203",,Cold,Alternate Art,,,,,
"lightning-flow","Lightning Flow","","Omens of the Third Age","OMN203",,Cold,Alternate Art,,,,,
"lightning-flow","Lightning Flow","","Promos","FAB470",,Rainbow,Alternate Border,,,,,
"lightning-flow","Lightning Flow","","Promos","FAB470",,Rainbow,Alternate Art,,,,,
"lightning-flow","Lightning Flow","","Promos","FAB470",,Rainbow,Alternate Art,,,,,
"lightning-form-red","Lightning Form","Red","Omens of the Third Age","OMN150",,,,3,,,0,
"lightning-form-red","Lightning Form","Red","Rosetta","ROS082",,,,1,,,0,
"lightning-form-red","Lightning Form","Red","Rosetta","ROS082",,Rainbow,,1,,,0,
"lightning-form-red","Lightning Form","Red","Aurora Blitz Deck","AUA012",,,,,,,,
"lightning-form-red","Lightning Form","Red","Promos","LGS308",,Rainbow,Extended Art,1,,,0,
"lightning-form-yellow","Lightning Form","Yellow","Rosetta","ROS083",,,,4,,,1,
"lightning-form-yellow","Lightning Form","Yellow","Rosetta","ROS083",,Rainbow,,0,,,0,
"lightning-form-blue","Lightning Form","Blue","Rosetta","ROS084",,,,3,,,0,
"lightning-form-blue","Lightning Form","Blue","Rosetta","ROS084",,Rainbow,,0,,,0,
"lightning-greaves","Lightning Greaves","","Rosetta","ROS071",,Cold,,0,,,,
"lightning-greaves","Lightning Greaves","","Rosetta","ROS071",,Rainbow,,0,,,,
"lightning-greaves","Lightning Greaves","","Promos","FAB251",,Gold,,,,,,
"lightning-overload-red","Lightning Overload","Red","Omens of the Third Age","OMN115",,,,2,,,0,
"lightning-overload-red","Lightning Overload","Red","Omens of the Third Age","OMN115",,Rainbow,,0,,,0,
"lightning-overload-yellow","Lightning Overload","Yellow","Omens of the Third Age","OMN116",,,,5,,,2,
"lightning-overload-yellow","Lightning Overload","Yellow","Omens of the Third Age","OMN116",,Rainbow,,0,,,0,
"lightning-overload-blue","Lightning Overload","Blue","Omens of the Third Age","OMN117",,,,6,,,4,
"lightning-overload-blue","Lightning Overload","Blue","Omens of the Third Age","OMN117",,Rainbow,,1,,,0,
"lightning-press-red","Lightning Press","Red","Briar Silver Age Deck","SBA032",,,,,,,,
"lightning-press-red","Lightning Press","Red","Armory Deck: Aurora","AST021",,,,,,,,
"lightning-press-red","Lightning Press","Red","Tales of Aria","ELE183",Unlimited,,,3,,,0,
"lightning-press-red","Lightning Press","Red","Tales of Aria","ELE183",Unlimited,Rainbow,,0,,,0,
"lightning-press-red","Lightning Press","Red","Tales of Aria","ELE183",First,,,,,,,
"lightning-press-red","Lightning Press","Red","Tales of Aria","ELE183",First,Rainbow,,,,,,
"lightning-press-red","Lightning Press","Red","Lexi Blitz Deck","LXI018",,,,,,,,
"lightning-press-red","Lightning Press","Red","Promos","FAB262",,Rainbow,Alternate Art,,,,,
