Identifier,Name,Pitch,Set,Set number,Edition,Foiling,Treatment,Have,Want in trade,Want to buy,Extra for trade,Extra to sell
edge-of-autumn,Edge of Autumn,,Crucible of War,CRU050,Unlimited,Rainbow,,1,,,,
zephyr-needle,Zephyr Needle,,Crucible of War,CRU051,Unlimited,Rainbow,,1,,,,
zephyr-needle,Zephyr Needle,,Crucible of War,CRU052,Unlimited,,,2,,,,
zephyr-needle,Zephyr Needle,,Crucible of War,CRU052,Unlimited,Rainbow,,1,,,,
breeze-rider-boots,Breeze Rider Boots,,Crucible of War,CRU053,Unlimited,,,1,,,,
find-center-blue,Find Center,Blue,Crucible of War,CRU054,Unlimited,,,2,,,,
flood-of-force-yellow,Flood of Force,Yellow,Crucible of War,CRU055,Unlimited,Rainbow,,1,,,,
crane-dance-red,Crane Dance,Red,Crucible of War,CRU057,Unlimited,,,3,,,,
crane-dance-yellow,Crane Dance,Yellow,Crucible of War,CRU058,Unlimited,,,3,,,,
crane-dance-blue,Crane Dance,Blue,Crucible of War,CRU059,Unlimited,,,2,,,,
crane-dance-blue,Crane Dance,Blue,Crucible of War,CRU059,Unlimited,Rainbow,,1,,,,
rushing-river-red,Rushing River,Red,Crucible of War,CRU060,Unlimited,,,3,,,,
rushing-river-yellow,Rushing River,Yellow,Crucible of War,CRU061,Unlimited,,,3,,,,
rushing-river-blue,Rushing River,Blue,Crucible of War,CRU062,Unlimited,,,2,,,,
rushing-river-blue,Rushing River,Blue,Crucible of War,CRU062,Unlimited,Rainbow,,1,,,,
flying-kick-red,Flying Kick,Red,Crucible of War,CRU063,Unlimited,,,8,,,,
flying-kick-red,Flying Kick,Red,Crucible of War,CRU063,Unlimited,Rainbow,,1,,,,
flying-kick-yellow,Flying Kick,Yellow,Crucible of War,CRU064,Unlimited,,,4,,,,
flying-kick-yellow,Flying Kick,Yellow,Crucible of War,CRU064,Unlimited,Rainbow,,1,,,,
flying-kick-blue,Flying Kick,Blue,Crucible of War,CRU065,Unlimited,,,3,,,,
soulbead-strike-red,Soulbead Strike,Red,Crucible of War,CRU066,Unlimited,,,4,,,,
soulbead-strike-yellow,Soulbead Strike,Yellow,Crucible of War,CRU067,Unlimited,,,4,,,,
soulbead-strike-yellow,Soulbead Strike,Yellow,Crucible of War,CRU067,Unlimited,Rainbow,,1,,,,
soulbead-strike-blue,Soulbead Strike,Blue,Crucible of War,CRU068,Unlimited,,,5,,,,
torrent-of-tempo-red,Torrent of Tempo,Red,Crucible of War,CRU069,Unlimited,,,7,,,,
torrent-of-tempo-yellow,Torrent of Tempo,Yellow,Crucible of War,CRU070,Unlimited,,,3,,,,
torrent-of-tempo-yellow,Torrent of Tempo,Yellow,Crucible of War,CRU070,Unlimited,Rainbow,,1,,,,
torrent-of-tempo-blue,Torrent of Tempo,Blue,Crucible of War,CRU071,Unlimited,,,4,,,,
torrent-of-tempo-blue,Torrent of Tempo,Blue,Crucible of War,CRU071,Unlimited,Rainbow,,1,,,,
bittering-thorns-yellow,Bittering Thorns,Yellow,Crucible of War,CRU072,Unlimited,,,7,,,,
salt-the-wound-yellow,Salt the Wound,Yellow,Crucible of War,CRU073,Unlimited,,,6,,,,
whirling-mist-blossom-yellow,Whirling Mist Blossom,Yellow,Crucible of War,CRU074,Unlimited,,,6,,,,
whirling-mist-blossom-yellow,Whirling Mist Blossom,Yellow,Crucible of War,CRU074,Unlimited,Rainbow,,1,,,,
zen-state,Zen State,,Crucible of War,CRU075,Unlimited,,,2,,,,
dorinthea-ironsong,Dorinthea Ironsong,,Crucible of War,CRU076,Unlimited,,,2,,,,
cintari-saber,Cintari Saber,,Crucible of War,CRU079,Unlimited,,,1,,,,
cintari-saber,Cintari Saber,,Crucible of War,CRU080,Unlimited,Rainbow,,1,,,,
unified-decree-yellow,Unified Decree,Yellow,Crucible of War,CRU083,Unlimited,,,1,,,,
spoils-of-war-red,Spoils of War,Red,Crucible of War,CRU084,Unlimited,,,1,,,,
dauntless-red,Dauntless,Red,Crucible of War,CRU085,Unlimited,,,3,,,,
dauntless-yellow,Dauntless,Yellow,Crucible of War,CRU086,Unlimited,,,2,,,,
dauntless-yellow,Dauntless,Yellow,Crucible of War,CRU086,Unlimited,Rainbow,,1,,,,
dauntless-blue,Dauntless,Blue,Crucible of War,CRU087,Unlimited,,,3,,,,
out-for-blood-red,Out for Blood,Red,Crucible of War,CRU088,Unlimited,,,4,,,,
out-for-blood-yellow,Out for Blood,Yellow,Crucible of War,CRU089,Unlimited,,,4,,,,
out-for-blood-blue,Out for Blood,Blue,Crucible of War,CRU090,Unlimited,,,6,,,,
out-for-blood-blue,Out for Blood,Blue,Crucible of War,CRU090,Unlimited,Rainbow,,1,,,,
hit-and-run-red,Hit and Run,Red,Crucible of War,CRU091,Unlimited,,,5,,,,
hit-and-run-yellow,Hit and Run,Yellow,Crucible of War,CRU092,Unlimited,,,4,,,,
hit-and-run-blue,Hit and Run,Blue,Crucible of War,CRU093,Unlimited,,,3,,,,
push-forward-red,Push Forward,Red,Crucible of War,CRU094,Unlimited,,,5,,,,
push-forward-red,Push Forward,Red,Crucible of War,CRU094,Unlimited,Rainbow,,1,,,,
push-forward-yellow,Push Forward,Yellow,Crucible of War,CRU095,Unlimited,,,3,,,,
push-forward-blue,Push Forward,Blue,Crucible of War,CRU096,Unlimited,,,4,,,,
dash-inventor-extraordinaire,"Dash, Inventor Extraordinaire",,Crucible of War,CRU098,Unlimited,,,2,,,,
data-doll-mkii,Data Doll MKII,,Crucible of War,CRU099,Unlimited,,,1,,,,
plasma-barrel-shot,Plasma Barrel Shot,,Crucible of War,CRU101,Unlimited,,,1,,,,
plasma-purifier-red,Plasma Purifier,Red,Crucible of War,CRU105,Unlimited,Rainbow,,1,,,,
high-speed-impact-red,High Speed Impact,Red,Crucible of War,CRU106,Unlimited,,,2,,,,
high-speed-impact-red,High Speed Impact,Red,Crucible of War,CRU106,Unlimited,Rainbow,,1,,,,
high-speed-impact-yellow,High Speed Impact,Yellow,Crucible of War,CRU107,Unlimited,,,3,,,,
high-speed-impact-blue,High Speed Impact,Blue,Crucible of War,CRU108,Unlimited,,,3,,,,
combustible-courier-red,Combustible Courier,Red,Crucible of War,CRU109,Unlimited,,,4,,,,
combustible-courier-red,Combustible Courier,Red,Crucible of War,CRU109,Unlimited,Rainbow,,1,,,,
combustible-courier-yellow,Combustible Courier,Yellow,Crucible of War,CRU110,Unlimited,,,4,,,,
combustible-courier-blue,Combustible Courier,Blue,Crucible of War,CRU111,Unlimited,,,4,,,,
overblast-red,Overblast,Red,Crucible of War,CRU112,Unlimited,,,6,,,,
overblast-yellow,Overblast,Yellow,Crucible of War,CRU113,Unlimited,,,4,,,,
overblast-yellow,Overblast,Yellow,Crucible of War,CRU113,Unlimited,Rainbow,,1,,,,
overblast-blue,Overblast,Blue,Crucible of War,CRU114,Unlimited,,,3,,,,
teklovossens-workshop-red,Teklovossen's Workshop,Red,Crucible of War,CRU115,Unlimited,,,3,,,,
teklovossens-workshop-yellow,Teklovossen's Workshop,Yellow,Crucible of War,CRU116,Unlimited,,,4,,,,
teklovossens-workshop-blue,Teklovossen's Workshop,Blue,Crucible of War,CRU117,Unlimited,,,4,,,,
teklovossens-workshop-blue,Teklovossen's Workshop,Blue,Crucible of War,CRU117,Unlimited,Rainbow,,1,,,,
kavdaen-trader-of-skins,"Kavdaen, Trader of Skins",,Crucible of War,CRU118,Unlimited,,,2,,,,
azalea-ace-in-the-hole,"Azalea, Ace in the Hole",,Crucible of War,CRU119,Unlimited,,,2,,,,
red-liner,Red Liner,,Crucible of War,CRU121,Unlimited,,,1,,,,
feign-death-yellow,Feign Death,Yellow,Crucible of War,CRU125,Unlimited,,,2,,,,
tripwire-trap-red,Tripwire Trap,Red,Crucible of War,CRU126,Unlimited,,,3,,,,
pitfall-trap-yellow,Pitfall Trap,Yellow,Crucible of War,CRU127,Unlimited,,,3,,,,
rockslide-trap-blue,Rockslide Trap,Blue,Crucible of War,CRU128,Unlimited,,,3,,,,
pathing-helix-red,Pathing Helix,Red,Crucible of War,CRU129,Unlimited,,,5,,,,
pathing-helix-yellow,Pathing Helix,Yellow,Crucible of War,CRU130,Unlimited,,,4,,,,
pathing-helix-blue,Pathing Helix,Blue,Crucible of War,CRU131,Unlimited,,,4,,,,
pathing-helix-blue,Pathing Helix,Blue,Crucible of War,CRU131,Unlimited,Rainbow,,1,,,,
sleep-dart-red,Sleep Dart,Red,Crucible of War,CRU132,Unlimited,,,4,,,,
sleep-dart-red,Sleep Dart,Red,Crucible of War,CRU132,Unlimited,Rainbow,,1,,,,
sleep-dart-yellow,Sleep Dart,Yellow,Crucible of War,CRU133,Unlimited,,,5,,,,
sleep-dart-blue,Sleep Dart,Blue,Crucible of War,CRU134,Unlimited,,,4,,,,
increase-the-tension-red,Increase the Tension,Red,Crucible of War,CRU135,Unlimited,,,3,,,,
increase-the-tension-red,Increase the Tension,Red,Crucible of War,CRU135,Unlimited,Rainbow,,1,,,,
increase-the-tension-yellow,Increase the Tension,Yellow,Crucible of War,CRU136,Unlimited,,,4,,,,
increase-the-tension-blue,Increase the Tension,Blue,Crucible of War,CRU137,Unlimited,,,4,,,,
viserai-rune-blood,"Viserai, Rune Blood",,Crucible of War,CRU138,Unlimited,,,1,,,,
reaping-blade,Reaping Blade,,Crucible of War,CRU140,Unlimited,,,2,,,,
dread-triptych-blue,Dread Triptych,Blue,Crucible of War,CRU142,Unlimited,,,2,,,,
mauvrion-skies-red,Mauvrion Skies,Red,Crucible of War,CRU145,Unlimited,,,3,,,,
mauvrion-skies-red,Mauvrion Skies,Red,Crucible of War,CRU145,Unlimited,Rainbow,,1,,,,
mauvrion-skies-yellow,Mauvrion Skies,Yellow,Crucible of War,CRU146,Unlimited,,,3,,,,
mauvrion-skies-blue,Mauvrion Skies,Blue,Crucible of War,CRU147,Unlimited,,,3,,,,
consuming-volition-red,Consuming Volition,Red,Crucible of War,CRU148,Unlimited,,,5,,,,
consuming-volition-red,Consuming Volition,Red,Crucible of War,CRU148,Unlimited,Rainbow,,1,,,,
consuming-volition-yellow,Consuming Volition,Yellow,Crucible of War,CRU149,Unlimited,,,3,,,,
consuming-volition-yellow,Consuming Volition,Yellow,Crucible of War,CRU149,Unlimited,Rainbow,,1,,,,
consuming-volition-blue,Consuming Volition,Blue,Crucible of War,CRU150,Unlimited,,,3,,,,
meat-and-greet-red,Meat and Greet,Red,Crucible of War,CRU151,Unlimited,,,3,,,,
meat-and-greet-yellow,Meat and Greet,Yellow,Crucible of War,CRU152,Unlimited,,,4,,,,
meat-and-greet-yellow,Meat and Greet,Yellow,Crucible of War,CRU152,Unlimited,Rainbow,,1,,,,
meat-and-greet-blue,Meat and Greet,Blue,Crucible of War,CRU153,Unlimited,,,5,,,,
sutcliffes-research-notes-red,Sutcliffe's Research Notes,Red,Crucible of War,CRU154,Unlimited,,,6,,,,
sutcliffes-research-notes-yellow,Sutcliffe's Research Notes,Yellow,Crucible of War,CRU155,Unlimited,,,3,,,,
sutcliffes-research-notes-yellow,Sutcliffe's Research Notes,Yellow,Crucible of War,CRU155,Unlimited,Rainbow,,1,,,,
sutcliffes-research-notes-blue,Sutcliffe's Research Notes,Blue,Crucible of War,CRU156,Unlimited,,,3,,,,
sutcliffes-research-notes-blue,Sutcliffe's Research Notes,Blue,Crucible of War,CRU156,Unlimited,Rainbow,,1,,,,
runechant,Runechant,,Crucible of War,CRU157,Unlimited,Rainbow,,1,,,,
kano-dracai-of-aether,"Kano, Dracai of Aether",,Crucible of War,CRU158,Unlimited,,,2,,,,
aether-conduit,Aether Conduit,,Crucible of War,CRU160,Unlimited,,,1,,,,
chain-lightning-yellow,Chain Lightning,Yellow,Crucible of War,CRU162,Unlimited,Rainbow,,1,,,,
cindering-foresight-red,Cindering Foresight,Red,Crucible of War,CRU165,Unlimited,,,3,,,,
cindering-foresight-yellow,Cindering Foresight,Yellow,Crucible of War,CRU166,Unlimited,,,3,,,,
cindering-foresight-blue,Cindering Foresight,Blue,Crucible of War,CRU167,Unlimited,,,3,,,,
foreboding-bolt-red,Foreboding Bolt,Red,Crucible of War,CRU168,Unlimited,,,4,,,,
foreboding-bolt-yellow,Foreboding Bolt,Yellow,Crucible of War,CRU169,Unlimited,,,3,,,,
foreboding-bolt-blue,Foreboding Bolt,Blue,Crucible of War,CRU170,Unlimited,,,5,,,,
foreboding-bolt-blue,Foreboding Bolt,Blue,Crucible of War,CRU170,Unlimited,Rainbow,,1,,,,
rousing-aether-red,Rousing Aether,Red,Crucible of War,CRU171,Unlimited,,,3,,,,
rousing-aether-yellow,Rousing Aether,Yellow,Crucible of War,CRU172,Unlimited,,,3,,,,
rousing-aether-blue,Rousing Aether,Blue,Crucible of War,CRU173,Unlimited,,,5,,,,
rousing-aether-blue,Rousing Aether,Blue,Crucible of War,CRU173,Unlimited,Rainbow,,1,,,,
snapback-red,Snapback,Red,Crucible of War,CRU174,Unlimited,,,5,,,,
snapback-yellow,Snapback,Yellow,Crucible of War,CRU175,Unlimited,,,4,,,,
snapback-blue,Snapback,Blue,Crucible of War,CRU176,Unlimited,,,3,,,,
snapback-blue,Snapback,Blue,Crucible of War,CRU176,Unlimited,Rainbow,,1,,,,
talishar-the-lost-prince,"Talishar, the Lost Prince",,Crucible of War,CRU177,Unlimited,,,1,,,,
promise-of-plenty-red,Promise of Plenty,Red,Crucible of War,CRU183,Unlimited,,,3,,,,
promise-of-plenty-yellow,Promise of Plenty,Yellow,Crucible of War,CRU184,Unlimited,,,3,,,,
promise-of-plenty-blue,Promise of Plenty,Blue,Crucible of War,CRU185,Unlimited,,,3,,,,
lunging-press-blue,Lunging Press,Blue,Crucible of War,CRU186,Unlimited,,,5,,,,
springboard-somersault-yellow,Springboard Somersault,Yellow,Crucible of War,CRU187,Unlimited,,,4,,,,
cash-in-yellow,Cash In,Yellow,Crucible of War,CRU188,Unlimited,,,2,,,,
reinforce-the-line-red,Reinforce the Line,Red,Crucible of War,CRU189,Unlimited,,,2,,,,
reinforce-the-line-red,Reinforce the Line,Red,Crucible of War,CRU189,Unlimited,Rainbow,,1,,,,
reinforce-the-line-yellow,Reinforce the Line,Yellow,Crucible of War,CRU190,Unlimited,,,3,,,,
reinforce-the-line-blue,Reinforce the Line,Blue,Crucible of War,CRU191,Unlimited,,,3,,,,
brutal-assault-red,Brutal Assault,Red,Crucible of War,CRU192,Unlimited,,,5,,,,
brutal-assault-yellow,Brutal Assault,Yellow,Crucible of War,CRU193,Unlimited,,,3,,,,
brutal-assault-blue,Brutal Assault,Blue,Crucible of War,CRU194,Unlimited,,,7,,,,
quicken,Quicken,,Crucible of War,CRU196,Unlimited,Rainbow,,1,,,,
copper,Copper,,Crucible of War,CRU197,Unlimited,,,3,,,,
rhinar-reckless-rampage,"Rhinar, Reckless Rampage",,History Pack 1,1HP001,,,,1,,,,
rhinar,Rhinar,,History Pack 1,1HP002,,,,1,,,,
mandible-claw,Mandible Claw,,History Pack 1,1HP004,,,,2,,,,
mandible-claw,Mandible Claw,,History Pack 1,1HP005,,,,3,,,,
romping-club,Romping Club,,History Pack 1,1HP006,,,,1,,,,
barkbone-strapping,"Barkbone Strapping ",,History Pack 1,1HP008,,,,3,,,,
beast-within-yellow,Beast Within,Yellow,History Pack 1,1HP011,,,,1,,,,
massacre-red,Massacre,Red,History Pack 1,1HP012,,,,1,,,,
reckless-swing-blue,Reckless Swing,Blue,History Pack 1,1HP013,,,,1,,,,
bloodrush-bellow-yellow,Bloodrush Bellow,Yellow,History Pack 1,1HP014,,,,1,,,,
sand-sketched-plan-blue,Sand Sketched Plan,Blue,History Pack 1,1HP015,,,,2,,,,
breakneck-battery-red,Breakneck Battery,Red,History Pack 1,1HP016,,,,2,,,,
breakneck-battery-yellow,Breakneck Battery,Yellow,History Pack 1,1HP017,,,,2,,,,
savage-feast-red,Savage Feast,Red,History Pack 1,1HP019,,,,2,,,,
savage-feast-yellow,Savage Feast,Yellow,History Pack 1,1HP020,,,,1,,,,
barraging-beatdown-red,Barraging Beatdown,Red,History Pack 1,1HP022,,,,1,,,,
barraging-beatdown-yellow,Barraging Beatdown,Yellow,History Pack 1,1HP023,,,,3,,,,
barraging-beatdown-blue,Barraging Beatdown,Blue,History Pack 1,1HP024,,,,1,,,,
pack-hunt-red,Pack Hunt,Red,History Pack 1,1HP025,,,,6,,,,
pack-hunt-yellow,Pack Hunt,Yellow,History Pack 1,1HP026,,,,3,,,,
pack-hunt-blue,Pack Hunt,Blue,History Pack 1,1HP027,,,,5,,,,
riled-up-red,Riled Up,Red,History Pack 1,1HP028,,,,5,,,,
riled-up-yellow,Riled Up,Yellow,History Pack 1,1HP029,,,,6,,,,
riled-up-blue,Riled Up,Blue,History Pack 1,1HP030,,,,5,,,,
savage-swing-red,Savage Swing,Red,History Pack 1,1HP031,,,,5,,,,
savage-swing-yellow,Savage Swing,Yellow,History Pack 1,1HP032,,,,4,,,,
savage-swing-blue,Savage Swing,Blue,History Pack 1,1HP033,,,,3,,,,
smash-instinct-red,Smash Instinct,Red,History Pack 1,1HP034,,,,5,,,,
smash-instinct-yellow,Smash Instinct,Yellow,History Pack 1,1HP035,,,,5,,,,
smash-instinct-blue,Smash Instinct,Blue,History Pack 1,1HP036,,,,7,,,,
wrecker-romp-red,Wrecker Romp,Red,History Pack 1,1HP037,,,,4,,,,
wrecker-romp-yellow,Wrecker Romp,Yellow,History Pack 1,1HP038,,,,6,,,,
wrecker-romp-blue,Wrecker Romp,Blue,History Pack 1,1HP039,,,,4,,,,
primeval-bellow-red,Primeval Bellow,Red,History Pack 1,1HP040,,,,6,,,,
primeval-bellow-yellow,Primeval Bellow,Yellow,History Pack 1,1HP041,,,,6,,,,
primeval-bellow-blue,Primeval Bellow,Blue,History Pack 1,1HP042,,,,3,,,,
bravo-showstopper,"Bravo, Showstopper",,History Pack 1,1HP043,,,,1,,,,
bravo,Bravo,,History Pack 1,1HP044,,,,1,,,,
anothos,Anothos,,History Pack 1,1HP045,,,,1,,,,
sledge-of-anvilheim,Sledge of Anvilheim,,History Pack 1,1HP046,,,,3,,,,
helm-of-isens-peak,Helm of Isen's Peak,,History Pack 1,1HP048,,,,5,,,,
crippling-crush-red,Crippling Crush,Red,History Pack 1,1HP050,,,,1,,,,
spinal-crush-red,Spinal Crush,Red,History Pack 1,1HP053,,,,1,,,,
disable-red,Disable,Red,History Pack 1,1HP055,,,,3,,,,
disable-yellow,Disable,Yellow,History Pack 1,1HP056,,,,3,,,,
disable-blue,Disable,Blue,History Pack 1,1HP057,,,,1,,,,
staunch-response-red,Staunch Response,Red,History Pack 1,1HP058,,,,4,,,,
staunch-response-yellow,Staunch Response,Yellow,History Pack 1,1HP059,,,,3,,,,
staunch-response-blue,Staunch Response,Blue,History Pack 1,1HP060,,,,2,,,,
blessing-of-deliverance-red,Blessing of Deliverance,Red,History Pack 1,1HP061,,,,2,,,,
blessing-of-deliverance-yellow,Blessing of Deliverance,Yellow,History Pack 1,1HP062,,,,3,,,,
blessing-of-deliverance-blue,Blessing of Deliverance,Blue,History Pack 1,1HP063,,,,1,,,,
towering-titan-red,Towering Titan,Red,History Pack 1,1HP064,,,,1,,,,
towering-titan-blue,Towering Titan,Blue,History Pack 1,1HP066,,,,1,,,,
cartilage-crush-red,Cartilage Crush,Red,History Pack 1,1HP067,,,,5,,,,
cartilage-crush-yellow,Cartilage Crush,Yellow,History Pack 1,1HP068,,,,3,,,,
cartilage-crush-blue,Cartilage Crush,Blue,History Pack 1,1HP069,,,,4,,,,
chokeslam-red,Chokeslam,Red,History Pack 1,1HP070,,,,7,,,,
chokeslam-yellow,Chokeslam,Yellow,History Pack 1,1HP071,,,,4,,,,
chokeslam-blue,Chokeslam,Blue,History Pack 1,1HP072,,,,6,,,,
crush-confidence-red,Crush Confidence,Red,History Pack 1,1HP073,,,,6,,,,
crush-confidence-yellow,Crush Confidence,Yellow,History Pack 1,1HP074,,,,5,,,,
crush-confidence-blue,Crush Confidence,Blue,History Pack 1,1HP075,,,,5,,,,
debilitate-red,Debilitate,Red,History Pack 1,1HP076,,,,2,,,,
debilitate-yellow,Debilitate,Yellow,History Pack 1,1HP077,,,,6,,,,
debilitate-blue,Debilitate,Blue,History Pack 1,1HP078,,,,4,,,,
emerging-dominance-red,Emerging Dominance,Red,History Pack 1,1HP079,,,,6,,,,
emerging-dominance-yellow,Emerging Dominance,Yellow,History Pack 1,1HP080,,,,3,,,,
emerging-dominance-blue,Emerging Dominance,Blue,History Pack 1,1HP081,,,,5,,,,
stonewall-confidence-red,Stonewall Confidence,Red,History Pack 1,1HP082,,,,4,,,,
stonewall-confidence-yellow,Stonewall Confidence,Yellow,History Pack 1,1HP083,,,,5,,,,
stonewall-confidence-blue,Stonewall Confidence,Blue,History Pack 1,1HP084,,,,3,,,,
seismic-surge,Seismic Surge,,History Pack 1,1HP085,,,,1,,,,
katsu-the-wanderer,"Katsu, the Wanderer",,History Pack 1,1HP086,,,,2,,,,
katsu,Katsu,,History Pack 1,1HP087,,,,1,,,,
benji-the-piercing-wind,"Benji, the Piercing Wind",,History Pack 1,1HP088,,,,2,,,,
ira-crimson-haze,"Ira, Crimson Haze",,History Pack 1,1HP089,,,,1,,,,
edge-of-autumn,Edge of Autumn,,History Pack 1,1HP090,,,,1,,,,
harmonized-kodachi,Harmonized Kodachi,,History Pack 1,1HP091,,,,1,,,,
harmonized-kodachi,Harmonized Kodachi,,History Pack 1,1HP092,,,,2,,,,
zephyr-needle,Zephyr Needle,,History Pack 1,1HP093,,,,2,,,,
breaking-scales,Breaking Scales,,History Pack 1,1HP096,,,,2,,,,
flood-of-force-yellow,Flood of Force,Yellow,History Pack 1,1HP099,,,,1,,,,
herons-flight-red,Heron's Flight,Red,History Pack 1,1HP100,,,,1,,,,
blackout-kick-red,Blackout Kick,Red,History Pack 1,1HP104,,,,2,,,,
blackout-kick-yellow,Blackout Kick,Yellow,History Pack 1,1HP105,,,,1,,,,
blackout-kick-blue,Blackout Kick,Blue,History Pack 1,1HP106,,,,3,,,,
crane-dance-red,Crane Dance,Red,History Pack 1,1HP107,,,,2,,,,
crane-dance-yellow,Crane Dance,Yellow,History Pack 1,1HP108,,,,1,,,,
crane-dance-blue,Crane Dance,Blue,History Pack 1,1HP109,,,,3,,,,
rushing-river-red,Rushing River,Red,History Pack 1,1HP110,,,,1,,,,
rushing-river-yellow,Rushing River,Yellow,History Pack 1,1HP111,,,,2,,,,
rushing-river-blue,Rushing River,Blue,History Pack 1,1HP112,,,,2,,,,
flic-flak-yellow,Flic Flak,Yellow,History Pack 1,1HP114,,,,3,,,,
flic-flak-blue,Flic Flak,Blue,History Pack 1,1HP115,,,,1,,,,
leg-tap-red,Leg Tap,Red,History Pack 1,1HP116,,,,5,,,,
leg-tap-yellow,Leg Tap,Yellow,History Pack 1,1HP117,,,,4,,,,
leg-tap-blue,Leg Tap,Blue,History Pack 1,1HP118,,,,3,,,,
rising-knee-thrust-red,Rising Knee Thrust,Red,History Pack 1,1HP119,,,,6,,,,
rising-knee-thrust-yellow,Rising Knee Thrust,Yellow,History Pack 1,1HP120,,,,5,,,,
rising-knee-thrust-blue,Rising Knee Thrust,Blue,History Pack 1,1HP121,,,,6,,,,
soulbead-strike-red,Soulbead Strike,Red,History Pack 1,1HP122,,,,2,,,,
soulbead-strike-yellow,Soulbead Strike,Yellow,History Pack 1,1HP123,,,,4,,,,
soulbead-strike-blue,Soulbead Strike,Blue,History Pack 1,1HP124,,,,6,,,,
surging-strike-red,Surging Strike,Red,History Pack 1,1HP125,,,,7,,,,
surging-strike-yellow,Surging Strike,Yellow,History Pack 1,1HP126,,,,6,,,,
surging-strike-blue,Surging Strike,Blue,History Pack 1,1HP127,,,,5,,,,
torrent-of-tempo-red,Torrent of Tempo,Red,History Pack 1,1HP128,,,,5,,,,
torrent-of-tempo-yellow,Torrent of Tempo,Yellow,History Pack 1,1HP129,,,,4,,,,
torrent-of-tempo-blue,Torrent of Tempo,Blue,History Pack 1,1HP130,,,,3,,,,
whelming-gustwave-red,Whelming Gustwave,Red,History Pack 1,1HP131,,,,6,,,,
whelming-gustwave-yellow,Whelming Gustwave,Yellow,History Pack 1,1HP132,,,,4,,,,
whelming-gustwave-blue,Whelming Gustwave,Blue,History Pack 1,1HP133,,,,6,,,,
bittering-thorns-yellow,Bittering Thorns,Yellow,History Pack 1,1HP134,,,,4,,,,
salt-the-wound-yellow,Salt the Wound,Yellow,History Pack 1,1HP135,,,,4,,,,
whirling-mist-blossom-yellow,Whirling Mist Blossom,Yellow,History Pack 1,1HP136,,,,4,,,,
zen-state,Zen State,,History Pack 1,1HP137,,,,2,,,,
dorinthea-ironsong,Dorinthea Ironsong,,History Pack 1,1HP138,,,,1,,,,
dorinthea,Dorinthea,,History Pack 1,1HP139,,,,1,,,,
kassai-cintari-sellsword,"Kassai, Cintari Sellsword",,History Pack 1,1HP140,,,,1,,,,
cintari-saber,Cintari Saber,,History Pack 1,1HP141,,,,1,,,,
cintari-saber,Cintari Saber,,History Pack 1,1HP142,,,,2,,,,
refraction-bolters,Refraction Bolters,,History Pack 1,1HP145,,,,3,,,,
courage-of-bladehold,Courage of Bladehold,,History Pack 1,1HP146,,,,1,,,,
singing-steelblade-yellow,Singing Steelblade,Yellow,History Pack 1,1HP149,,,,1,,,,
twinning-blade-yellow,Twinning Blade,Yellow,History Pack 1,1HP150,,,,1,,,,
spoils-of-war-red,Spoils of War,Red,History Pack 1,1HP151,,,,1,,,,
steelblade-supremacy-red,Steelblade Supremacy,Red,History Pack 1,1HP152,,,,1,,,,
overpower-red,Overpower,Red,History Pack 1,1HP153,,,,1,,,,
overpower-yellow,Overpower,Yellow,History Pack 1,1HP154,,,,2,,,,
overpower-blue,Overpower,Blue,History Pack 1,1HP155,,,,4,,,,
steelblade-shunt-red,Steelblade Shunt,Red,History Pack 1,1HP156,,,,2,,,,
steelblade-shunt-yellow,Steelblade Shunt,Yellow,History Pack 1,1HP157,,,,2,,,,
steelblade-shunt-blue,Steelblade Shunt,Blue,History Pack 1,1HP158,,,,1,,,,
warriors-valor-red,Warrior's Valor,Red,History Pack 1,1HP159,,,,3,,,,
warriors-valor-yellow,Warrior's Valor,Yellow,History Pack 1,1HP160,,,,2,,,,
warriors-valor-blue,Warrior's Valor,Blue,History Pack 1,1HP161,,,,3,,,,
ironsong-response-red,Ironsong Response,Red,History Pack 1,1HP162,,,,3,,,,
ironsong-response-yellow,Ironsong Response,Yellow,History Pack 1,1HP163,,,,7,,,,
ironsong-response-blue,Ironsong Response,Blue,History Pack 1,1HP164,,,,2,,,,
out-for-blood-red,Out for Blood,Red,History Pack 1,1HP165,,,,8,,,,
out-for-blood-yellow,Out for Blood,Yellow,History Pack 1,1HP166,,,,7,,,,
out-for-blood-blue,Out for Blood,Blue,History Pack 1,1HP167,,,,4,,,,
stroke-of-foresight-red,Stroke of Foresight,Red,History Pack 1,1HP168,,,,4,,,,
stroke-of-foresight-yellow,Stroke of Foresight,Yellow,History Pack 1,1HP169,,,,4,,,,
stroke-of-foresight-blue,Stroke of Foresight,Blue,History Pack 1,1HP170,,,,3,,,,
driving-blade-red,Driving Blade,Red,History Pack 1,1HP171,,,,3,,,,
driving-blade-yellow,Driving Blade,Yellow,History Pack 1,1HP172,,,,6,,,,
driving-blade-blue,Driving Blade,Blue,History Pack 1,1HP173,,,,7,,,,
hit-and-run-red,Hit and Run,Red,History Pack 1,1HP174,,,,7,,,,
hit-and-run-yellow,Hit and Run,Yellow,History Pack 1,1HP175,,,,5,,,,
hit-and-run-blue,Hit and Run,Blue,History Pack 1,1HP176,,,,4,,,,
natures-path-pilgrimage-red,Nature's Path Pilgrimage,Red,History Pack 1,1HP177,,,,5,,,,
